"Experiment","Listener","lambda","depth","nullcost","Pearson","Pearson.p","Spearman","Spearman.p","MSE"
"embeddedscalars-experiment-results-likert.csv","Literal",1.3,0,4,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.3,0,4,0.915917369496547,1.19492772443049e-36,0.750046470238199,1.77701136900387e-17,0.00978276497452282
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.3,0,4,0.943037510725578,7.80591484808651e-44,0.803577937374624,1.55287248880979e-21,0.00520853527964859
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.3,0,5,0.922185092634718,4.53476272172376e-38,0.790360766637502,2.00430122477496e-20,0.0057122020949182
"embeddedscalars-experiment-results-likert.csv","Literal",1.3,0,5,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.3,0,5,0.915903982954557,1.20297427686109e-36,0.750046470238199,1.77701136900387e-17,0.00978411418713536
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.3,0,5,0.943022073615723,7.89690370551261e-44,0.803577937374624,1.55287248880979e-21,0.00520952793018746
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.3,0,6,0.922177016117104,4.5547151789727e-38,0.790360766637502,2.00430122477496e-20,0.00571274783566244
"embeddedscalars-experiment-results-likert.csv","Literal",1.3,0,6,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.3,0,6,0.915900331553376,1.2051782640489e-36,0.750046470238199,1.77701136900387e-17,0.00978448221525578
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.3,0,6,0.943017863094513,7.92190033817501e-44,0.803577937374624,1.55287248880979e-21,0.00520979870955406
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.3,0,7,0.922174814380089,4.56016924869682e-38,0.790360766637502,2.00430122477496e-20,0.00571289661397336
"embeddedscalars-experiment-results-likert.csv","Literal",1.3,0,7,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.3,0,7,0.915899336196813,1.20577974436509e-36,0.750046470238199,1.77701136900387e-17,0.00978458253876577
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.3,0,7,0.943016715339548,7.92872760639975e-44,0.803577937374624,1.55287248880979e-21,0.00520987252416464
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.3,1,0,0.922173989472788,4.56221432162351e-38,0.790360766637502,2.00430122477496e-20,0.00571295235601163
"embeddedscalars-experiment-results-likert.csv","Literal",1.3,1,0,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.3,1,0,0.915898963280089,1.20600516820148e-36,0.750046470238199,1.77701136900387e-17,0.00978462012567837
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.3,1,0,0.943016285327479,7.93128695457412e-44,0.803577937374624,1.55287248880979e-21,0.00520990017942519
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.3,1,1,0.924081110223718,1.59644906619836e-38,0.790303042362988,2.02599533254258e-20,0.00558474671975045
"embeddedscalars-experiment-results-likert.csv","Literal",1.3,1,1,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.3,1,1,0.916769159564936,7.77810424029095e-37,0.750046470238199,1.77701136900387e-17,0.0096970077678912
